鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,floor,parking,parking_price
西屯區,房地(土地+建物)+車位,臺中市西屯區臺灣大道二段841~870號,17.26,商,,,1081231,土地1建物1車位2,十六層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001228,254.2,4,2,2,有,有,21500000,84579,坡道平面,49.9,0,,RPWPMLNKKHPFFCB48CA,24,2,4220492.1
豐原區,房地(土地+建物),臺中市豐原區中正路695巷1~30號,10.04,住,,,1081230,土地1建物1車位0,十五層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820208,98.47999999999999,3,2,2,有,有,3600000,36556,,0.0,0,,RPPOMLKMJHPFFDB57CA,16,0,0.0
西屯區,房地(土地+建物)+車位,臺中市西屯區東興路三段301~330號,14.98,住,,,1090104,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0900713,202.43,4,2,2,有,有,15300000,75582,坡道平面,14.97,0,含增建或未登記建物。;,RPSOMLRLKHPFFCB48CA,14,1,1131462.54
西屯區,房地(土地+建物),臺中市西屯區中工二路91~120號,11.58,住,,,1081231,土地1建物1車位0,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830705,98.22,2,2,2,有,有,5200000,52942,,0.0,0,,RPQNMLMJLHPFFCB57CA,13,0,0.0
西屯區,房地(土地+建物)+車位,臺中市西屯區西苑一街61~90號,30.01,住,,,1081231,土地2建物1車位2,八層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031215,279.19,3,2,1,有,有,22000000,78799,坡道平面,68.22,0,,RPSPMLNKKHPFFCB08CA,17,2,5375667.78
西屯區,房地(土地+建物)+車位,臺中市西屯區西屯路三段151~180號,13.73,住,,,1081214,土地1建物1車位1,七層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0801211,134.28,3,2,2,有,有,7680000,57194,坡道機械,0.0,0,含增建或未登記建物。,RPPNMLSJKHPFFCB97CA,16,1,0.0
西屯區,房地(土地+建物)+車位,臺中市西屯區逢大路61~90號,39.7,住,,,1081229,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940704,189.60000000000002,3,2,2,有,有,9100000,47996,坡道平面,0.0,0,,RPRNMLLMJHPFFCB67CA,14,1,0.0
北屯區,房地(土地+建物)+車位,臺中市北屯區柳陽西街61~90號,11.6,住,,,1090102,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010814,114.75,2,2,1,有,有,7900000,68845,坡道機械,12.56,0,,RPWQMLOKKHPFFBB58CA,14,1,864693.2000000001
東區,房地(土地+建物),臺中市東區旱溪東路一段1~30號,16.34,住,,,1081230,土地1建物1車位0,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0810825,134.01,3,2,2,有,無,5250000,39176,,0.0,0,,RPVOMLOJKHPFFAB08CA,15,0,0.0
南區,房地(土地+建物)+車位,臺中市南區德富路121~150號,11.28,其他,,,1090110,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890518,144.07,3,2,2,有,有,8600000,59693,坡道平面,26.63,0,,RPQOMLNJKHPFFAB47CA,14,1,1589624.5899999999
鼓山區,房地(土地+建物)+車位,高雄市鼓山區龍子里大順一路601~630號,18.08,商,,,1081221,土地1建物1車位1,二十四層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020409,277.34000000000003,3,2,2,有,有,20700000,74638,坡道平面,26.77,0,,RPTOMLQJKHPFFAE38CA,24,1,1998059.26
苓雅區,房地(土地+建物),高雄市苓雅區新光路62巷1~30號,5.16,商,,,1081231,土地1建物1車位0,十層,三十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860421,120.61,3,2,2,有,有,4200000,34823,,0.0,0,,RPSOMLKKKHPFFBE87CA,35,0,0.0
苓雅區,房地(土地+建物)+車位,高雄市苓雅區仁德街1~30號,8.57,商,,,1081231,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0921128,92.52,2,2,1,有,有,6500000,70255,坡道機械,5.14,0,,RPRNMLNJKHPFFBE87CA,14,1,361110.69999999995
左營區,房地(土地+建物),高雄市左營區大中二路624巷1~30號,8.03,住,,,1081222,土地1建物1車位0,七層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841020,102.17,2,2,2,有,有,4000000,39150,,0.0,0,,RPOPMLMLJHPFFEE08CA,24,0,0.0
左營區,房地(土地+建物)+車位,高雄市左營區介壽路221巷1~30號,25.04,住,,,1081212,土地1建物1車位1,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000916,135.14,3,2,2,有,有,7400000,54758,坡道平面,13.95,0,,RPOOMLKMJHPFFEE87CA,13,1,763874.1
鳳山區,房地(土地+建物)+車位,高雄市鳳山區新富路571~600號,10.32,住,,,1081216,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0881020,147.36,3,2,2,有,有,6100000,41395,坡道機械,0.0,0,,RPVQMLLLJHPFFGE98CA,14,1,0.0
前鎮區,房地(土地+建物)+車位,高雄市前鎮區三多三路61~90號,25.47,商,,,1080928,土地1建物1車位0,十四層，夾層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940504,342.57,5,2,4,有,有,18800000,54879,坡道平面,0.0,0,,RPPNMLKLJHPFFCE87CD,14,0,0.0
鳳山區,房地(土地+建物)+車位,高雄市鳳山區凱旋路211~240號,16.46,住,,,1081212,土地1建物1車位1,十層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840608,157.07999999999998,3,2,2,有,有,5900000,37560,坡道平面,0.0,0,附家電傢俱。,RPQOMLMKKHPFFGE38CA,19,1,0.0
鳳山區,房地(土地+建物)+車位,高雄市鳳山區中山西路91~120號,12.84,住,,,1081228,土地4建物1車位1,七層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860102,134.34,3,2,2,有,有,5080000,37815,坡道機械,0.0,0,,RPPOMLRJKHPFFGE68CA,16,1,0.0
楠梓區,房地(土地+建物),高雄市楠梓區楠梓新路261巷1~30號,9.23,住,,,1081221,土地1建物1車位0,十三層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830628,108.28,3,2,2,有,有,3400000,31400,,0.0,0,含增建或未登記建物。;附家電傢俱。,RPQOMLMKKHPFFEE18CA,19,0,0.0
左營區,房地(土地+建物)+車位,高雄市左營區崇德路31~60號,11.63,商,,,1081204,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970103,149.18,3,2,2,有,有,9800000,65692,坡道平面,17.1,0,,RPWNMLKKKHPFFEE48CA,15,1,1123333.2000000002
左營區,房地(土地+建物)+車位,高雄市左營區東門路131巷1~30號,9.6,住,,,1081214,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971105,91.52000000000001,2,2,1,有,有,6280000,68619,坡道平面,13.4,0,,RPQOMLLKKHPFFEE08CA,14,1,919494.6
左營區,房地(土地+建物),高雄市左營區民族一路901巷26弄1~30號,5.62,住,,,1081213,土地1建物1車位0,三層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851125,83.60000000000001,2,1,1,有,有,3370000,40311,,0.0,0,,RPTPMLLKKHPFFEE48CA,24,0,0.0
楠梓區,房地(土地+建物)+車位,高雄市楠梓區德民路811~840號,16.32,住,,,1081231,土地1建物1車位1,四層,十三層,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,0880528,160.12,4,2,2,有,有,5900000,36847,坡道平面,20.18,0,,RPUNMLOJKHPFFEE58CA,13,1,743572.46
楠梓區,房地(土地+建物),高雄市楠梓區德民路820巷1~30號,10.08,住,,,1090105,土地1建物1車位0,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000526,76.00999999999999,2,1,1,有,有,3900000,51309,,0.0,0,,RPRPMLMLJHPFFEE38CA,15,0,0.0
三民區,房地(土地+建物)+車位,高雄市三民區明仁路31~60號,40.89,住,,,1081201,土地1建物1車位3,二十四層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021209,457.17,4,2,3,有,有,35800000,78308,坡道平面,85.26,0,,RPVNMLTKKHPFFDE56CA,28,3,6676540.08
三民區,房地(土地+建物),高雄市三民區民族一路811~840號,7.2,住,,,1081117,土地1建物1車位0,二層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850719,89.39,3,2,1,有,有,3600000,40273,,0.0,0,,RPWOMLMKKHPFFDE68CA,24,0,0.0
三民區,房地(土地+建物),高雄市三民區鼎瑞街91~120號,12.49,住,,,1081207,土地1建物1車位0,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860124,115.07000000000001,2,2,2,有,有,5200000,45190,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPWNMLOKKHPFFDE78CA,14,0,0.0
三民區,房地(土地+建物)+車位,高雄市三民區大豐一路271~300號,21.39,住,,,1090103,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950904,151.87,3,2,2,有,有,7150000,47080,坡道平面,0.0,0,,RPXNMLLKKHPFFDE58CA,15,1,0.0
三民區,房地(土地+建物)+車位,高雄市三民區九如一路548巷1~30號,30.56,商,,,1081012,土地1建物1車位1,十五層，電梯樓梯間,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860708,389.07,5,3,4,有,有,18580000,47755,坡道平面,0.0,0,,RPUOMLLMJHPFFDE48CA,21,1,0.0
三民區,房地(土地+建物)+車位,高雄市三民區明哲路31~60號,20.74,住,,,1081218,土地1建物1車位1,八層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821126,185.13,3,2,2,有,有,8150000,44023,坡道平面,0.0,1000000,,RPRNMLLJKHPFFDE87CA,18,1,0.0
三民區,房地(土地+建物),高雄市三民區民族一路61~90號,3.86,商,,,1081228,土地1建物1車位0,十一層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841219,69.86,2,2,1,有,有,3080000,44088,,0.0,0,,RPRNMLQJKHPFFDE38CA,26,0,0.0
新興區,房地(土地+建物)+車位,高雄市新興區七賢二路31~60號,10.15,商,,,1081211,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060424,177.13,2,2,2,有,有,11380000,64247,坡道平面,37.25,0,,RPSOMLTKKHPFFBE78CA,15,1,2393200.75
苓雅區,房地(土地+建物),高雄市苓雅區新光路62巷1~30號,5.77,商,,,1081219,土地1建物1車位0,八層,三十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860421,135.62,3,2,2,有,有,4600000,33918,,0.0,0,,RPPNMLKKKHPFFBE47CA,35,0,0.0
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術東六街181~210號,31.45,住,,,1081223,土地1建物1車位2,十四層，夾層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930224,271.97,4,3,3,有,有,17000000,62507,坡道平面,43.36,0,,RPQNMLMKKHPFFAE67CA,14,2,2710303.52
鼓山區,房地(土地+建物),高雄市鼓山區裕國街151~180號,9.99,住,,,1081217,土地1建物1車位0,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940909,84.28,2,2,1,有,有,5600000,66445,,0.0,0,,RPWOMLKMJHPFFAE28CA,14,0,0.0
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術南二路31~60號,17.1,住,,,1081213,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971021,128.11,3,2,2,有,有,7200000,56202,坡道機械,7.13,0,,RPWNMLQJKHPFFAE58CA,15,1,400720.26
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術東二路511~540號,26.77,住,,,1081231,土地1建物1車位2,十七層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020301,334.94,3,2,3,有,有,28880000,82819,坡道平面,33.32,3900000,含裝潢,RPSOMLLKKHPFFAE87CA,27,2,2759529.08
鼓山區,房地(土地+建物)+車位,高雄市鼓山區文忠路61~90號,10.06,商,,,1090102,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030925,120.38999999999999,2,2,1,有,無,7420000,61633,坡道機械,18.43,0,,RPTOMLLKKHPFFAE97CA,15,1,1135896.19
鼓山區,房地(土地+建物)+車位,高雄市鼓山區明華路331~360號,18.91,住,,,1081231,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950519,168.76999999999998,4,2,2,有,有,11560000,68496,坡道平面,0.0,0,,RPPOMLPJKHPFFAE87CA,14,1,0.0
苓雅區,房地(土地+建物)+車位,高雄市苓雅區建國一路199巷3弄1~30號,24.49,商,,,1081229,土地1建物2車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851221,167.37,4,2,2,有,無,7850000,46902,坡道平面,23.14,0,,RPTNMLMKKHPFFBE08CA,15,1,1085312.28
苓雅區,房地(土地+建物)+車位,高雄市苓雅區建國一路199巷3弄1~30號,24.49,商,,,1081224,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851221,167.37,3,2,3,有,有,7960000,47559,坡道平面,23.14,0,,RPUPMLNKKHPFFBE48CA,15,1,1100515.26
前鎮區,房地(土地+建物),高雄市前鎮區瑞華街31~60號,17.79,住,,,1081224,土地2建物1車位0,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870413,105.22999999999999,3,2,2,有,有,3500000,33260,,0.0,0,,RPTOMLKMJHPFFCE18CA,15,0,0.0
小港區,房地(土地+建物),高雄市小港區華山路211~240號,13.86,商,,,1081215,土地1建物1車位0,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950510,115.21000000000001,3,2,2,有,有,4500000,39059,,0.0,0,,RPPOMLPJKHPFFCE08CA,14,0,0.0
左營區,房地(土地+建物)+車位,高雄市左營區辛亥路241~270號,14.81,其他,,,1081215,土地1建物1車位1,八層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011105,224.94,3,2,2,有,有,15100000,67129,坡道平面,22.88,0,,RPUOMLRJKHPFFEE98CA,24,1,1535911.52
左營區,房地(土地+建物)+車位,高雄市左營區博愛二路571~600號,30.05,住,,,1081209,土地1建物1車位2,二十三層,二十九層,住宅大樓(11層含以上有電梯),住家用,見使用執照,0890703,499.22,5,2,5,有,有,30000000,60094,坡道平面,48.0,0,含增建或未登記建物。,RPXNMLNJKHPFFEE78CA,29,2,2884512.0
左營區,房地(土地+建物)+車位,高雄市左營區孟子路511~540號,15.78,住,,,1081216,土地1建物1車位1,九層,十三層,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,0930519,103.14,2,2,1,有,有,6550000,63506,坡道平面,0.0,0,,RPXOMLRJKHPFFEE66CA,13,1,0.0
左營區,房地(土地+建物)+車位,高雄市左營區大中二路301~330號,11.36,住,,,1081102,土地1建物1車位1,十七層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870811,169.52,3,2,2,有,有,7000000,41293,坡道平面,0.0,0,,RPWPMLOKKHPFFEE09CA,22,1,0.0
苓雅區,房地(土地+建物)+車位,高雄市苓雅區四維三路241~270號,23.49,商,,,1081227,土地1建物1車位2,九層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890905,431.40999999999997,5,3,4,有,有,26800000,62122,坡道平面,0.0,0,,RPQNMLLLJHPFFBE97CD,29,2,0.0
小港區,房地(土地+建物),高雄市小港區青山街123巷1~30號,12.15,住,,,1090114,土地1建物1車位0,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840727,108.31,3,1,2,有,有,977982,9029,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPTNMLQLKHPFFCE78DA,14,0,0.0
大寮區,房地(土地+建物),高雄市大寮區仁德路16巷30弄1~30號,12.57,住,,,1081120,土地1建物1車位0,九層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821231,110.99000000000001,3,1,2,有,無,2980000,26849,,0.0,0,,RPQNMLKLKHPFFLE68CA,16,0,0.0
左營區,房地(土地+建物),高雄市左營區民族一路901巷26弄1~30號,8.57,住,,,1081227,土地1建物1車位0,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850712,94.6,2,2,1,有,有,3000000,31712,,0.0,0,,RPUNMLQLKHPFFEE98CA,14,0,0.0
楠梓區,房地(土地+建物),高雄市楠梓區德賢路555巷1~30號,9.55,住,,,1090102,土地1建物1車位0,三層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851028,134.47,3,2,2,有,有,3000000,22310,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPQNMLOJKHPFFEE18CA,23,0,0.0
左營區,房地(土地+建物),高雄市左營區新莊一路121~150號,8.94,住,,,1081227,土地1建物1車位0,四層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830811,118.94,3,2,2,有,有,5620000,47251,,0.0,0,,RPVNMLNJKHPFFEE58CA,27,0,0.0
三民區,房地(土地+建物)+車位,高雄市三民區天祥二路1~30號,11.13,住,,,1081227,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030831,118.82,2,2,1,有,有,6460000,54368,坡道平面,0.0,0,,RPUNMLPKKHPFFDE68CA,15,1,0.0
三民區,房地(土地+建物)+車位,高雄市三民區文安南街151~180號,21.4,住,,,1090114,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010927,151.97,3,2,2,有,有,11000000,72383,坡道平面,20.12,0,,RPPPMLLKKHPFFDE97CA,15,1,1456345.96
前鎮區,房地(土地+建物)+車位,高雄市前鎮區民權二路220巷1~30號,8.91,住,,,1090110,土地2建物1車位1,十四層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860527,183.94,4,2,2,有,有,7780000,42296,坡道平面,0.0,0,,RPXNMLQJKHPFFCE88CA,27,1,0.0
小港區,房地(土地+建物)+車位,高雄市小港區中安路871~900號,27.18,住,,,1081126,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031201,166.59,3,2,2,有,有,7700000,46221,坡道平面,0.0,0,屋況新，有裝潢,RPXOMLTKKHPFFCE76CA,15,1,0.0
前鎮區,房地(土地+建物)+車位,高雄市前鎮區三多二路421~450號,10.34,商,,,1081230,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0910205,134.28,3,2,2,有,有,7800000,54466,坡道機械,5.76,800000,含增建或未登記建物。,RPQOMLLKKHPFFCE87CA,14,1,313724.16
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術南二路31~60號,16.82,住,,,1081216,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971021,139.08,3,2,2,有,有,8730000,62770,坡道平面,0.0,0,,RPSNMLNKKHPFFAE97CA,15,1,0.0
鼓山區,房地(土地+建物)+車位,高雄市鼓山區富農路91~120號,17.78,商,,,1081228,土地1建物1車位1,十九層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020522,273.53999999999996,3,2,2,有,有,21300000,77868,坡道平面,23.17,0,,RPPNMLSJKHPFFAE08CA,24,1,1804201.56
土城區,房地(土地+建物),新北市土城區福安街61~90號,15.75,住,,,1081121,土地2建物1車位0,一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0921126,108.27000000000001,3,2,2,有,有,10800000,99751,,0.0,0,含增建或未登記建物。;,RPPNMLTLJHPFFAF38CA,13,0,0.0
板橋區,房地(土地+建物),新北市板橋區中正路331~360號,25.92,住,,,1081225,土地1建物1車位0,十五層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830531,158.62,3,2,2,有,有,6000000,37826,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPTNMLKMJHPFFAF97CA,21,0,0.0
板橋區,房地(土地+建物)+車位,新北市板橋區國慶路158巷1~30號,19.81,住,,,1081108,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960723,166.44,4,2,2,有,有,18800000,112954,坡道平面,31.92,0,含增建或未登記建物。;,RPROMLKMJHPFFAF87CA,15,1,3605491.68
土城區,房地(土地+建物)+車位,新北市土城區中央路四段279巷1~30號,17.24,住,,,1081226,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950817,154.35,3,2,2,有,有,11000000,71267,坡道平面,34.26,0,,RPVOMLRKKHPFFAF88CA,15,1,2441607.42
泰山區,房地(土地+建物)+車位,新北市泰山區仁愛路100巷1~30號,10.7,商,,,1081129,土地1建物1車位1,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931021,127.73,3,2,2,有,有,10000000,78296,坡道平面,0.0,0,親友、員工或其他特殊關係間之交易。;,RPPOMLLMJHPFFBF87CA,13,1,0.0
新莊區,房地(土地+建物),新北市新莊區中正路871~900號,7.64,住,,,1081215,土地1建物1車位0,十二層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870701,77.55,3,2,2,有,有,8200000,105738,,0.0,0,含增建或未登記建物。;,RPVPMLNJKHPFFBF58CA,16,0,0.0
新店區,房地(土地+建物),新北市新店區安祥路110巷31~60號,34.56,,山坡地保育區,丙種建築用地,1081213,土地1建物1車位0,一層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850120,68.27,2,2,1,有,有,6100000,89351,,0.0,0,,RPRPMLMLJHPFFCF28CA,17,0,0.0
新店區,房地(土地+建物)+車位,新北市新店區達觀路1~30號,29.81,,山坡地保育區,丙種建築用地,1081203,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850510,90.44,2,2,1,有,有,4400000,48651,坡道平面,0.0,0,,RPXNMLKMJHPFFCF58CA,15,1,0.0
新店區,房地(土地+建物),新北市新店區安康路二段159巷1~30號,7.57,住,,,1081217,土地1建物1車位0,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870629,52.14,2,1,1,有,有,6800000,130418,,0.0,0,,RPTOMLLMJHPFFCF38CA,15,0,0.0
新店區,房地(土地+建物),新北市新店區安祥路110巷1~30號,55.97,,山坡地保育區,丙種建築用地,1081223,土地1建物1車位0,十四層，電梯樓梯間,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840729,144.34,3,2,2,有,有,6250000,43301,,0.0,0,,RPTNMLPJKHPFFCF48CA,16,0,0.0
